USDA Food Name,GI DB Food name,Similarity Score
"Turnover filled with meat and vegetable, no potatoes, no gravy",Cannelloni. chilled/frozen. reheated,0.770905439281242
"Turnover, meat-, potato-, and vegetable-filled, no gravy","Fructose (Sweeten Less, Canada)",0.7810850581096656
"Turnover or hot pocket, chicken","Seafood salad, 5%",0.7756874582559171
"Turnover, chicken- or turkey-, and vegetable-filled, lower in fat",Curds Spread With Sweet Capsicum,0.7779991439926227
Turnover or lean pocket,Brawn. Pork Pickled In Vinegar,0.7751830467670155
"Turnover, meat- and cheese-filled, tomato-based sauce, lower in fat",Advocaat,0.7797602206359895
"Turnover, chicken, with gravy","Russet potatoes, cut into quarters, baked in foil for 1 h at 230oC, peeled",0.7761442442385105
"Turnover or breakfast pocket, egg",Blackberry and apple. stewed without sugar,0.7807659794159795
"Turnover, filled with egg, meat, and cheese, lower in fat",Sauce bechamelle,0.7827904176925449
Vegetables in pastry,"Sunflower and barley bread (Riga bakeries, Sydney, Australia)",0.7845729173505079
Vegetables and cheese in pastry,rabbit roast with sauce,0.7764339309116032
"Croissant sandwich, filled with ham and cheese",fishmac,0.7762273552985348
Croissant sandwich with sausage and egg,Marshmallow teacakes (Tunnocks),0.779251938394087
Croissant sandwich with bacon and egg,"Manuka honey, PORD3-11 (Central North Island, NZ) New",0.7808287698544574
"Croissant sandwich with ham, egg, and cheese",red cabbage steamed with apples,0.7779535248370982
"Croissant sandwich with sausage, egg, and cheese","Long grain, boiled 5 min",0.7810031318740807
"Croissant sandwich with bacon, egg, and cheese","Crispbread, Sport",0.7821162126883221
"Vegetable submarine sandwich, with fat free spread",Curds Spread With Sweet Capsicum,0.779832733632955
Biscuit with gravy,"Lentils, Quinoa & Beans Superblend Protein, dried, cooked in boiling water for 15 min (Ward McKenzies Pty Ltd, Australia)",0.7793867379811706
Cornmeal dressing with chicken or turkey and vegetables,rabbit roast with sauce,0.7661043827851346
Dressing with oysters,Buckwheat wholemeal cooked,0.7754601814496102
Dressing with chicken or turkey and vegetables,fruit gums and liquorice,0.7781002674589271
Dressing with meat and vegetables,white wine,0.7796503202799239
~Lasagna with meat and/or poultry~,meat with onions and sauce,0.7751974626565146
Lasagna with meat,"Multigrain loaf, containing wheat flour and coconut flour",0.7749474730223425
"Lasagna with meat, canned",Peanuts Roasted With Salt,0.7790285877322989
"Lasagna with meat, from restaurant",Warm potato salad,0.7815270638985121
"Lasagna with meat, home recipe",Saint Agur Cheese,0.7785080327505551
"Lasagna with meat, frozen",Coca Cola,0.7755237763057568
Lasagna with meat and spinach,"Flaxseed Tortilla chips, Spicy, President's Choice® Blue Menu™ (Loblaw Brands Limited, Canada)",0.777015502124328
Lasagna with chicken or turkey,Vermicelli. raw,0.777990351857826
"Lasagna, with chicken or turkey, and spinach",Tomato and Herb salad bowl (Marks & Spencer),0.7770699504392741
"Lasagna, meatless",cherry jam,0.7737043013448893
"Lasagna, meatless, with vegetables",Chocolate Milk,0.7740731818328966
"Ravioli, NS as to filling, no sauce",Tesco own milk chocolate digestive bars,0.7822957332924573
"Ravioli, NS as to filling, with tomato sauce",cauliflower cream soup,0.7732929729159486
"Ravioli, NS as to filling, with cream sauce",Coriander leaves. fresh,0.7746262315374953
"Ravioli, meat-filled, no sauce","Crispix™ (Kellogg's Inc., Canada)29 Canada",0.7779685262510005
"Ravioli, meat-filled, with tomato sauce or meat sauce",Squash. butternut. baked,0.7790530903673714
"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",Cracker11,0.7747416279141871
"Ravioli, meat-filled, with cream sauce",Maize Sweet (Sweetcorn),0.781031380438014
"Ravioli, cheese-filled, no sauce",Blackcurrants. raw,0.7725262307234012
"Ravioli, cheese-filled, with tomato sauce",Sausage rolls. flaky pastry. homemade,0.772181457737074
"Ravioli, cheese-filled, with tomato sauce, canned","Cornflakes (Kellogg's, Australia)13, tested in younger adults (19-32 y)",0.7804523327290074
"Ravioli, cheese-filled, with meat sauce",Soft Drinks,0.7745490701813229
"Ravioli, cheese-filled, with cream sauce","ZonePerfect Nutrition bar, Double Chocolate flavor (Abbott Laboratories, Abbott Park, USA)",0.7770796993979862
"Ravioli, cheese and spinach-filled, no sauce",Potato chips. deepfried,0.7785003337223815
"Ravioli, cheese and spinach-filled, with cream sauce",Tesco Finest Traditional Pork Sausages,0.7745381996660676
"Ravioli, cheese and spinach filled, with tomato sauce","Cheese, castello. 65+",0.7784216529762249
"Spaghetti with tomato sauce, meatless","Manuka honey, PORD3-11 (Central North Island, NZ) New",0.7846446895300274
"Pasta with tomato sauce and cheese, canned","Kinder Softy nocciola (Praline with hazelnut cream) (Kinder, Ferrero, Italy)",0.775310055291217
Spaghetti with tomato sauce and meatballs or spaghetti with meat sauce or spaghetti with meat sauce and meatballs,Soup Vegetables Based Canned Rts,0.7745072804650962
"Pasta with tomato sauce and meat or meatballs, canned","Wholemeal bread, long whole meal (50% whole meal wheat, 50% white wheat, Baker’s yeast (13% net flour weight), 20 min rising time, 30 min proving time, 220°C baking temperature, 30 min baking time13 New",0.7782560184867852
Spaghetti with tomato sauce and vegetables,Pork Spare Rib Prepared,0.7794517696748994
"Spaghetti with tomato sauce, meatless, whole wheat noodles",Celery. raw,0.7764273330341507
"Spaghetti with tomato sauce and meatballs, whole wheat noodles or spaghetti with meat sauce, whole wheat noodles or spaghetti with meat sauce and meatballs, whole wheat noodles","Sunshine™ soy protein chips, lightly salted (Revival Soy®, Physicians Pharmaceuticals, Inc., USA)",0.7808474036244206
"Spaghetti with tomato sauce, meatless, made with spinach noodles","Potato (Solanum Tuberosum), peeled, steamed 1 h",0.7817000594813585
"Spaghetti with tomato sauce and meatballs made with spinach noodles, or spaghetti with meat sauce made with spinach noodles,  or spaghetti with meat sauce and meatballs made with spinach noodles",wholewheat pasta twists,0.7835869766800432
Spaghetti with tomato sauce and frankfurters or hot dogs,Tesco Red Onion,0.7843221405561616
"Pasta with tomato sauce and frankfurters or hot dogs, canned",trout specially prepared,0.7709242140958382
"Spaghetti with clam sauce, NS as to red or white",Tesco Chocolate Mousse,0.7819810938268082
Spaghetti with red clam sauce,Quavers Walkers Cheese Flavour (20g),0.780976704535555
Spaghetti with white clam sauce,"Marmalade, apricot/carrot",0.7747594555195206
Spaghetti with tomato sauce and poultry,"dressing, italian, low fat",0.7791854383297667
"Manicotti, cheese-filled, no sauce",noodle salad with mixed vegetables and mayo,0.7800473614226242
"Manicotti, cheese-filled, with tomato sauce, meatless",Cherry juice,0.7738879356193504
"Manicotti, cheese-filled, with meat sauce",noodle salad with mixed vegetables and mayo,0.7801325804271599
"Manicotti, vegetable- and cheese-filled, with tomato sauce, meatless",hoi sin sauce (Uncle Bens),0.7799857353376065
"Stuffed shells, cheese-filled, no sauce",elder nectar,0.7733890875698126
"Stuffed shells, cheese-filled, with tomato sauce, meatless",Inslow™ (Abbott Nutrition International -Japan),0.7760612909079013
"Stuffed shells, cheese-filled, with meat sauce","Wholemeal bread, long whole meal (50% whole meal wheat, 50% white wheat, Baker’s yeast (13% net flour weight), 20 min rising time, 30 min proving time, 220°C baking temperature, 30 min baking time13 New",0.7841492573551242
"Stuffed shells, cheese- and spinach- filled, no sauce","Sustain™ bar (Kellogg's, Australia)",0.776231900019501
"Stuffed shells, with chicken, with tomato sauce","Prince Edward Island white potato, cooked in microwave for 18 min",0.7788033803429762
"Stuffed shells, with fish and/or shellfish, with tomato sauce",Pork slices,0.7704875115145485
"Tortellini, meat-filled, with tomato sauce","Pole sitao (Vigna unguiculata subsp. sesquipedalis L. Verde), soaked overnight, boiled, cooled overnight, microwaved",0.7779465561208442
"Tortellini, meat-filled, with tomato sauce, canned",pumpkin boiled,0.7812817732393182
"Tortellini, cheese-filled, meatless, with tomato sauce",noodle salad with mixed vegetables and mayo,0.7807082187063885
"Tortellini, cheese-filled, meatless, with tomato sauce, canned",Go Ahead Hazlenut & Pistachio Bar (35g),0.7739331665173215
"Tortellini, cheese-filled, meatless, with vinaigrette dressing","Chicken, meat and skin, roasted",0.779519273207213
"Tortellini, meat-filled, no sauce","Oat bran flour (Natureal® GI-flour, Finn Cereal, Vantaa, Finland), consumed mixed with cold water",0.7733275063178806
"Tortellini, cheese-filled, with cream sauce",Corned beef hash,0.773748441078903
"Tortellini, cheese-filled, no sauce",porridge and croutons soup ready made (maggi),0.7777917894612083
"Tortellini, spinach-filled, with tomato sauce",Potato flour,0.7728180618949753
"Tortellini, spinach-filled, no sauce",Garlic mushrooms (not coated),0.7843459850581882
"Cannelloni, cheese- and spinach-filled, no sauce","Icecream, dairy, Tiramisu",0.7777982636478071
Chow fun noodles with meat and vegetables,Red cabbage fresh,0.7802765414820316
"Chow fun noodles with vegetables, meatless",rabbit roast with sauce,0.7820826759196376
"Lo mein, NFS",Bourbon biscuits (Pennywise),0.7758935897116664
"Lo mein, meatless",Curds Spread With Sweet Capsicum,0.7800500195180801
"Lo mein, with shrimp",Processed cheese. slices. reduced fat,0.7680570987312226
"Lo mein, with pork",Buttermilk,0.7722158621365707
"Lo mein, with beef",Gherkins Pickled,0.7755014492238471
"Lo mein, with chicken",Juice Apple,0.7775093628099932
"Pad Thai, NFS","Peanuts/Groundnuts (Arachis hypogaea L.), soaked overnight, boiled, cooled overnight, microwaved",0.7785235654315698
"Pad Thai, meatless",Snacks. expanded. cornbased,0.7822346657772977
Pad Thai with chicken,"Kibbled wheat bread, Lawson’s Settlers Grain (Goodman Fielder, Australia)",0.7787328477872081
Pad Thai with seafood,"Remoulade, light",0.7699851536993484
Pad Thai with meat,Crunchy breaded chicken burgers (ASDA),0.7721816472135585
"Adobo, with noodles","Zùsto® sweetener (Zùsto, NV), containing polydextrose, erythritol, inulin, fructooligosaccharides, maltodextrins, isomaltulose and sucralose43",0.7765661767115168
Macaroni or noodles with cheese,Curds Spread With Sweet Capsicum,0.7815937843865446
"Macaroni or noodles with cheese, from restaurant",lobster prepared,0.7768960963752245
"Macaroni or noodles with cheese, made from packaged mix",Tomatojuice,0.781943711490927
"Macaroni or noodles with cheese, canned","Porridge, made from Wel Penela (Cardiospermum halicacabum) green leaf extract, coconut milk, and rice Sri",0.7709558365821058
"Macaroni or noodles with cheese, made from dry mix",Chocolate Bar With Nuts,0.7733601446257857
"Macaroni or noodles with cheese, from boxed mix with already prepared cheese sauce","White bread, enriched with 6 g Arabinoxylan fiber (soluble fiber), lightly toasted15",0.7766487835580416
"Macaroni or noodles with cheese, Easy Mac type","Mango, raw (Chin-Hwang Mango)",0.7778198562574405
"Macaroni or noodles with cheese, made from reduced fat packaged mix","Fried vermicelli (Swayweih/Ballaleet), cooked with sugar, served with Omani coffee (130 mL, 225 mg caffeine)",0.7813148145494517
Macaroni or noodles with cheese and tuna,Carrot and swede mash HL tesco,0.7824754802550891
Macaroni or noodles with cheese and beef,chili con carne ready made (erasco),0.7768759283712638
Macaroni or noodles with cheese and meat,Sprouted kamut bread,0.7830588172693681
"Macaroni or noodles with cheese and meat, prepared from Hamburger Helper mix",Fruit Tea. Drink,0.7778924303583398
Macaroni or noodles with cheese and tomato,Cheese Roquefort,0.7790304638626298
Macaroni or noodles with cheese and pork or ham,Tart With Quark,0.7807462503844012
Macaroni or noodles with cheese and frankfurters or hot dogs,hoi sin sauce (Uncle Bens),0.7835630403630025
Macaroni or noodles with cheese and egg,"Avocado, raw",0.7808929943591434
Macaroni or noodles with cheese and chicken or turkey,"Porridge, made from 75% endosperm rye flour and 25% white wheat flour, cooked with 182 g water in microwave for 3 min, 0.5 g NaCl added",0.7826289289132609
"Macaroni or noodles with cheese, whole grain",veal tongue boiled,0.768771398713195
"Pasta with tomato sauce, meatless",Instant sauce (maizena),0.7821604777771631
Pasta with meat sauce,"Beans (Vigna unguiculata L. Walp), drum variety, boiled for 2 h17, 37",0.7759639105960925
"Pasta with tomato-based sauce, cheese and meat","Barley, AC Parkhill cultivar (two-rowed, hulled, normal barley; high amylose, low ß-glucan) whole grain (only the husk was removed), boiled for 25 min",0.7814617299666673
Pasta with carbonara sauce,Chicken curry. chilled/frozen. reheated,0.7767091754223483
Pasta with tomato-based sauce and cheese,savoy stew with bacon and potatoes,0.7800886073645017
"Pasta with vegetables, no sauce or dressing","Meat balls, fat",0.7803539683799648
"Pasta, meat-filled, with gravy, canned","Peanuts/Groundnuts (Arachis hypogaea L.), soaked overnight, boiled, cooled overnight, microwaved",0.7780464796446358
"Pasta with sauce, NFS","French bread loaf, fermented with yeast",0.7794941282459709
"Pasta with sauce, meatless, school lunch",Apricot cooked,0.7810625644020468
"Pasta with tomato-based sauce, restaurant",Rose hip. raw,0.7714668574703768
"Pasta with tomato-based sauce, home recipe",Cheese. firm. Fynbo. 45 % fidm.,0.7794614969024455
"Pasta with tomato-based sauce, ready-to-heat",Cheese Roquefort,0.7884764564993305
"Pasta, whole wheat, with meat sauce",Instant dessert powder. made up with skimmed milk,0.7811145967029658
"Pasta with tomato-based sauce, and added vegetables, restaurant",Alpen fruit & nut & chocolate bar,0.7746398893908649
"Pasta with tomato-based sauce, and added vegetables, home recipe",Egg. chicken. yolk. dried,0.773545706198107
"Pasta with tomato-based sauce, and added vegetables, ready-to-heat",Splenda Low cal sweetner,0.7804639730268199
"Pasta, whole wheat, with tomato sauce, meatless",chili con carne ready made (erasco),0.7772572068157153
"Pasta with sauce and meat, from school lunch",Okra with tomatoes and onion. West Indian,0.7794676699081164
"Pasta with tomato-based sauce and meat, restaurant",gingerbread (elisen),0.7818230371219517
"Pasta with tomato-based sauce and meat, home recipe",broth,0.7793867398045072
"Pasta with tomato-based sauce and meat, ready-to-heat",Lamb rogan josh,0.7765142548032502
"Pasta with tomato-based sauce, meat, and added vegetables, restaurant",garlic sausage,0.7768183688927248
"Pasta with tomato-based sauce, meat, and added vegetables, home recipe",Pistacio Nuts ?,0.7754216439311921
"Pasta with tomato-based sauce, meat, and added vegetables, ready-to-heat",Sandwich. Bacon. lettuce and tomato. white bread,0.7785607566709158
"Pasta with tomato-based sauce and poultry, restaurant",Cream. sterilised. canned,0.7777959593171115
